Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Taxonomic lineage	Class	Seq_count	pattern	clades
tr|A0A7Y7WXH7|A0A7Y7WXH7_9PSED_LuxR_family_transcriptional_regulator_OS=Pseudomonas_gingeri_OX=117681_GN=HX830_30630_PE=4_SV=1	unreviewed	A0A7Y7WXH7_9PSED	LuxR family transcriptional regulator	HX830_30630	Pseudomonas gingeri	264	Pseudomonas (genus), Pseudomonadaceae (family), Pseudomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Gammaproteobacteria	34	tr|A0A7Y7WXH7	clade_6
tr|A0A7Y8SQP4|A0A7Y8SQP4_9PROT_LuxR_family_transcriptional_regulator_OS=Alphaproteobacteria_bacterium_OX=1913988_GN=HXY25_08680_PE=4_SV=1	unreviewed	A0A7Y8SQP4_9PROT	LuxR family transcriptional regulator	HXY25_08680	Alphaproteobacteria bacterium	243	unclassified Alphaproteobacteria (no rank), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	1	tr|A0A7Y8SQP4	clade_4
tr|A0A7Y8SUC2|A0A7Y8SUC2_9PROT_LuxR_family_transcriptional_regulator_OS=Hydrogenophilaceae_bacterium_OX=2723029_GN=HXY28_13880_PE=4_SV=1	unreviewed	A0A7Y8SUC2_9PROT	LuxR family transcriptional regulator	HXY28_13880	Hydrogenophilaceae bacterium	244	unclassified Hydrogenophilaceae (no rank), Hydrogenophilaceae (family), Hydrogenophilales (order), Hydrogenophilia (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Hydrogenophilia	1	tr|A0A7Y8SUC2	clade_5
tr|A0A7Y8VGC5|A0A7Y8VGC5_9ALTE_LuxR_family_transcriptional_regulator_OS=Alteromonadaceae_bacterium_OX=1916082_GN=HLX50_17670_PE=4_SV=1	unreviewed	A0A7Y8VGC5_9ALTE	LuxR family transcriptional regulator	HLX50_17670	Alteromonadaceae bacterium	238	unclassified Alteromonadaceae (no rank), Alteromonadaceae (family), Alteromonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Gammaproteobacteria	1	tr|A0A7Y8VGC5	clade_6
tr|A0A7Z3CQE5|A0A7Z3CQE5_AERME_LuxR_family_transcriptional_regulator_OS=Aeromonas_media_OX=651_GN=E4188_13355_PE=4_SV=1	unreviewed	A0A7Z3CQE5_AERME	LuxR family transcriptional regulator	E4188_13355	Aeromonas media	269	Aeromonas (genus), Aeromonadaceae (family), Aeromonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Gammaproteobacteria	194	tr|A0A7Z3CQE5	clade_6
tr|A0A7Z7LL03|A0A7Z7LL03_9HYPH_HTH_luxR-type_domain-containing_protein_OS=Ciceribacter_naphthalenivorans_OX=1118451_GN=RHIZ71P_1645_PE=4_SV=1	unreviewed	A0A7Z7LL03_9HYPH	HTH luxR-type domain-containing protein	RHIZ71P_1645	Ciceribacter naphthalenivorans	250	Ciceribacter (genus), Rhizobiaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	1	tr|A0A7Z7LL03	clade_4
tr|A0A829YHY3|A0A829YHY3_9GAMM_LuxR_family_transcriptional_regulator_OS=Steroidobacter_agaridevorans_OX=2695856_GN=GCM10011487_49140_PE=4_SV=1	unreviewed	A0A829YHY3_9GAMM	LuxR family transcriptional regulator	GCM10011487_49140	Steroidobacter agaridevorans	244	Steroidobacter (genus), Steroidobacteraceae (family), Nevskiales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Gammaproteobacteria	1	tr|A0A829YHY3	clade_6
tr|A0A833G932|A0A833G932_9HYPH_LuxR_family_transcriptional_regulator_OS=Pseudorhodoplanes_sp_OX=1934341_GN=F9K38_16495_PE=4_SV=1	unreviewed	A0A833G932_9HYPH	LuxR family transcriptional regulator	F9K38_16495	Pseudorhodoplanes sp	247	unclassified Pseudorhodoplanes (no rank), Pseudorhodoplanes (genus), Hyphomicrobiales incertae sedis (no rank), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	4	tr|A0A833G932	clade_5
tr|A0A833H9B1|A0A833H9B1_9HYPH_Helix-turn-helix_transcriptional_regulator_OS=Rhizobiaceae_bacterium_OX=1913961_GN=F9K19_16690_PE=4_SV=1	unreviewed	A0A833H9B1_9HYPH	Helix-turn-helix transcriptional regulator	F9K19_16690	Rhizobiaceae bacterium	243	unclassified Rhizobiaceae (no rank), Rhizobiaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	3	tr|A0A833H9B1	clade_1
tr|A0A833HC96|A0A833HC96_9HYPH_Transcriptional_regulator_OS=Rhizobiaceae_bacterium_OX=1913961_GN=F9K19_09630_PE=4_SV=1	unreviewed	A0A833HC96_9HYPH	Transcriptional regulator	F9K19_09630	Rhizobiaceae bacterium	253	unclassified Rhizobiaceae (no rank), Rhizobiaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	8	tr|A0A833HC96	clade_4
tr|A0A839EHM5|A0A839EHM5_9HYPH_DNA-binding_CsgD_family_transcriptional_regulator_OS=Phyllobacterium_myrsinacearum_OX=28101_GN=FHW16_003502_PE=4_SV=1	unreviewed	A0A839EHM5_9HYPH	DNA-binding CsgD family transcriptional regulator	FHW16_003502	Phyllobacterium myrsinacearum	267	Phyllobacterium (genus), Phyllobacteriaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	16	tr|A0A839EHM5	clade_4
tr|A0A839LIB9|A0A839LIB9_9BURK_Autoinducer_binding_domain-containing_protein_OS=Mitsuaria_sp._WAJ17_OX=2761452_GN=H5407_09320_PE=4_SV=1	unreviewed	A0A839LIB9_9BURK	Autoinducer binding domain-containing protein	H5407_09320	Mitsuaria sp. WAJ17	239	unclassified Mitsuaria (no rank), Mitsuaria (genus), Sphaerotilaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Betaproteobacteria	1	tr|A0A839LIB9	clade_2
tr|A0A840BT09|A0A840BT09_9HYPH_LuxR_family_quorum_sensing-dependent_transcriptional_regulator_OS=Chelatococcus_caeni_OX=1348468_GN=GGR16_000970_PE=4_SV=1	unreviewed	A0A840BT09_9HYPH	LuxR family quorum sensing-dependent transcriptional regulator	GGR16_000970	Chelatococcus caeni	238	Chelatococcus (genus), Chelatococcaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	1	tr|A0A840BT09	clade_5
tr|A0A840HZ46|A0A840HZ46_9PROT_LuxR_family_quorum-sensing_system_transcriptional_regulator_CciR_OS=Parvularcula_dongshanensis_OX=1173995_GN=GGQ59_000349_PE=4_SV=1	unreviewed	A0A840HZ46_9PROT	LuxR family quorum-sensing system transcriptional regulator CciR	GGQ59_000349	Parvularcula dongshanensis	264	Parvularcula (genus), Parvularculaceae (family), Parvularculales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	1	tr|A0A840HZ46	clade_5
tr|A0A840RS64|A0A840RS64_9BURK_DNA-binding_CsgD_family_transcriptional_regulator_OS=Glaciimonas_immobilis_OX=728004_GN=HNR39_001834_PE=4_SV=1	unreviewed	A0A840RS64_9BURK	DNA-binding CsgD family transcriptional regulator	HNR39_001834	Glaciimonas immobilis	237	Glaciimonas (genus), Oxalobacteraceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Betaproteobacteria	1	tr|A0A840RS64	clade_6
tr|A0A840X1N8|A0A840X1N8_9RHOB_DNA-binding_CsgD_family_transcriptional_regulator_OS=Rubricella_aquisinus_OX=2028108_GN=FHS89_001825_PE=4_SV=1	unreviewed	A0A840X1N8_9RHOB	DNA-binding CsgD family transcriptional regulator	FHS89_001825	Rubricella aquisinus	257	Rubricella (genus), Paracoccaceae (family), Rhodobacterales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	2	tr|A0A840X1N8	clade_2
tr|A0A840ZD83|A0A840ZD83_9HYPH_DNA-binding_CsgD_family_transcriptional_regulator_OS=Methylorubrum_rhodinum_OX=29428_GN=HNR00_000538_PE=4_SV=1	unreviewed	A0A840ZD83_9HYPH	DNA-binding CsgD family transcriptional regulator	HNR00_000538	Methylorubrum rhodinum	250	Methylorubrum (genus), Methylobacteriaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	4	tr|A0A840ZD83	clade_5
tr|A0A841GP57|A0A841GP57_9GAMM_DNA-binding_CsgD_family_transcriptional_regulator_OS=Tolumonas_osonensis_OX=675874_GN=HNR75_002848_PE=4_SV=1	unreviewed	A0A841GP57_9GAMM	DNA-binding CsgD family transcriptional regulator	HNR75_002848	Tolumonas osonensis	254	Tolumonas (genus), Aeromonadaceae (family), Aeromonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Gammaproteobacteria	2	tr|A0A841GP57	clade_6
tr|A0A843RI80|A0A843RI80_9PROT_HTH_luxR-type_domain-containing_protein_OS=Kiloniellaceae_bacterium_OX=2480820_GN=GEU89_10820_PE=4_SV=1	unreviewed	A0A843RI80_9PROT	HTH luxR-type domain-containing protein	GEU89_10820	Kiloniellaceae bacterium	259	unclassified Kiloniellaceae (no rank), Kiloniellaceae (family), Rhodospirillales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	3	tr|A0A843RI80	clade_6
tr|A0A844AJK4|A0A844AJK4_9RHOB_HTH_luxR-type_domain-containing_protein_OS=Tritonibacter_aquimaris_OX=2663379_GN=GG681_00725_PE=4_SV=1	unreviewed	A0A844AJK4_9RHOB	HTH luxR-type domain-containing protein	GG681_00725	Tritonibacter aquimaris	257	Tritonibacter (genus), Paracoccaceae (family), Rhodobacterales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	4	tr|A0A844AJK4	clade_5
tr|A0A844W7U2|A0A844W7U2_9RHOB_HTH_luxR-type_domain-containing_protein_OS=Pseudooceanicola_pacificus_OX=2676438_GN=GLS40_14290_PE=4_SV=1	unreviewed	A0A844W7U2_9RHOB	HTH luxR-type domain-containing protein	GLS40_14290	Pseudooceanicola pacificus	255	Pseudooceanicola (genus), Paracoccaceae (family), Rhodobacterales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	1	tr|A0A844W7U2	clade_2
tr|A0A844XRV3|A0A844XRV3_9SPHN_HTH_luxR-type_domain-containing_protein_OS=Qipengyuania_vulgaris_OX=291985_GN=GRI69_08610_PE=4_SV=1	unreviewed	A0A844XRV3_9SPHN	HTH luxR-type domain-containing protein	GRI69_08610	Qipengyuania vulgaris	243	Qipengyuania (genus), Erythrobacteraceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	7	tr|A0A844XRV3	clade_3
tr|A0A844YUP4|A0A844YUP4_9SPHN_LuxR_family_transcriptional_regulator_OS=Alteraurantiacibacter_buctensis_OX=1503981_GN=GRI99_03770_PE=4_SV=1	unreviewed	A0A844YUP4_9SPHN	LuxR family transcriptional regulator	GRI99_03770	Alteraurantiacibacter buctensis	239	Alteraurantiacibacter (genus), Erythrobacteraceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	1	tr|A0A844YUP4	clade_3
tr|A0A845AFY4|A0A845AFY4_9SPHN_LuxR_family_transcriptional_regulator_OS=Qipengyuania_algicida_OX=1836209_GN=GRI58_05775_PE=4_SV=1	unreviewed	A0A845AFY4_9SPHN	LuxR family transcriptional regulator	GRI58_05775	Qipengyuania algicida	262	Qipengyuania (genus), Erythrobacteraceae (family), Sphingomonadales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	99	tr|A0A845AFY4	clade_5
tr|A0A845Q8Q4|A0A845Q8Q4_9HYPH_HTH_luxR-type_domain-containing_protein_OS=Pyruvatibacter_mobilis_OX=1712261_GN=GTQ45_02715_PE=4_SV=1	unreviewed	A0A845Q8Q4_9HYPH	HTH luxR-type domain-containing protein	GTQ45_02715	Pyruvatibacter mobilis	269	Pyruvatibacter (genus), Parvibaculaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	1	tr|A0A845Q8Q4	clade_5
tr|A0A845QCN5|A0A845QCN5_9HYPH_HTH_luxR-type_domain-containing_protein_OS=Pyruvatibacter_mobilis_OX=1712261_GN=GTQ45_11570_PE=4_SV=1	unreviewed	A0A845QCN5_9HYPH	HTH luxR-type domain-containing protein	GTQ45_11570	Pyruvatibacter mobilis	236	Pyruvatibacter (genus), Parvibaculaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	2	tr|A0A845QCN5	clade_6
tr|A0A845UYV8|A0A845UYV8_9RHOB_LuxR_family_transcriptional_regulator_OS=Salipiger_sp._PrR003_OX=2706776_GN=G0D83_12535_PE=4_SV=1	unreviewed	A0A845UYV8_9RHOB	LuxR family transcriptional regulator	G0D83_12535	Salipiger sp. PrR003	240	unclassified Salipiger (no rank), Salipiger (genus), Roseobacteraceae (family), Rhodobacterales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	1	tr|A0A845UYV8	clade_4
tr|A0A847S291|A0A847S291_9NEIS_HTH_luxR-type_domain-containing_protein_OS=Leeia_aquatica_OX=2725557_GN=HF682_01755_PE=4_SV=1	unreviewed	A0A847S291_9NEIS	HTH luxR-type domain-containing protein	HF682_01755	Leeia aquatica	249	Leeia (genus), Chromobacteriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Betaproteobacteria	1	tr|A0A847S291	clade_6
tr|A0A849EU06|A0A849EU06_9DELT_HTH_luxR-type_domain-containing_protein_OS=Desulfatitalea_sp_OX=2724616_GN=HKP58_11075_PE=4_SV=1	unreviewed	A0A849EU06_9DELT	HTH luxR-type domain-containing protein	HKP58_11075	Desulfatitalea sp	255	unclassified Desulfatitalea (no rank), Desulfatitalea (genus), Desulfobacteraceae (family), Desulfobacterales (order), Deltaproteobacteria (class), delta/epsilon subdivisions (subphylum), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Deltaproteobacteria	1	tr|A0A849EU06	clade_6
tr|A0A849RYP3|A0A849RYP3_9BACT_HTH_luxR-type_domain-containing_protein_OS=Nitrospira_sp_OX=70125_GN=HOP32_08815_PE=4_SV=1	unreviewed	A0A849RYP3_9BACT	HTH luxR-type domain-containing protein	HOP32_08815	Nitrospira sp	265	unclassified Nitrospira (no rank), Nitrospira (genus), Nitrospiraceae (family), Nitrospirales (order), Nitrospira (class), Nitrospirae (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Nitrospira	1	tr|A0A849RYP3	clade_6
tr|A0A850KPH0|A0A850KPH0_9PROT_LuxR_family_transcriptional_regulator_OS=Alphaproteobacteria_bacterium_OX=1913988_GN=HWE25_04795_PE=4_SV=1	unreviewed	A0A850KPH0_9PROT	LuxR family transcriptional regulator	HWE25_04795	Alphaproteobacteria bacterium	265	unclassified Alphaproteobacteria (no rank), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	2	tr|A0A850KPH0	clade_5
tr|A0A850PEB3|A0A850PEB3_9PROT_LuxR_family_transcriptional_regulator_OS=Ameyamaea_chiangmaiensis_OX=442969_GN=HUK82_09570_PE=4_SV=1	unreviewed	A0A850PEB3_9PROT	LuxR family transcriptional regulator	HUK82_09570	Ameyamaea chiangmaiensis	252	Ameyamaea (genus), Acetobacteraceae (family), Rhodospirillales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	1	tr|A0A850PEB3	clade_1
tr|A0A853IA92|A0A853IA92_9GAMM_Autoinducer_binding_domain-containing_protein_OS=Endozoicomonas_sp._SM1973_OX=2751884_GN=H0A36_22095_PE=4_SV=1	unreviewed	A0A853IA92_9GAMM	Autoinducer binding domain-containing protein	H0A36_22095	Endozoicomonas sp. SM1973	235	unclassified Endozoicomonas (no rank), Endozoicomonas (genus), Endozoicomonadaceae (family), Oceanospirillales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Gammaproteobacteria	1	tr|A0A853IA92	clade_2
tr|A0A899NNM2|A0A899NNM2_PROST_Transcriptional_activator_protein_EsaR_OS=Providencia_stuartii_OX=588_GN=esaR_PE=4_SV=1	unreviewed	A0A899NNM2_PROST	Transcriptional activator protein EsaR	esaR EKPLLCFL_00345	Providencia stuartii	230	Providencia (genus), Morganellaceae (family), Enterobacterales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Gammaproteobacteria	1	tr|A0A899NNM2	clade_6
tr|A0A8B2NSC2|A0A8B2NSC2_9HYPH_HTH_luxR-type_domain-containing_protein_OS=Acuticoccus_sediminis_OX=2184697_GN=DLJ53_10420_PE=4_SV=1	unreviewed	A0A8B2NSC2_9HYPH	HTH luxR-type domain-containing protein	DLJ53_10420	Acuticoccus sediminis	240	Acuticoccus (genus), Amorphaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	1	tr|A0A8B2NSC2	clade_2
tr|A0A8B2NU22|A0A8B2NU22_9HYPH_LuxR_family_transcriptional_regulator_OS=Acuticoccus_sediminis_OX=2184697_GN=DLJ53_04225_PE=4_SV=1	unreviewed	A0A8B2NU22_9HYPH	LuxR family transcriptional regulator	DLJ53_04225	Acuticoccus sediminis	261	Acuticoccus (genus), Amorphaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	2	tr|A0A8B2NU22	clade_4
tr|A0A8B3L919|A0A8B3L919_9HYPH_LuxR_family_transcriptional_regulator_OS=Mesorhizobium_sp._M1A.F.Ca.IN.020.04.1.1_OX=2496761_GN=EOA49_12535_PE=4_SV=1	unreviewed	A0A8B3L919_9HYPH	LuxR family transcriptional regulator	EOA49_12535	Mesorhizobium sp. M1A.F.Ca.IN.020.04.1.1	263	unclassified Mesorhizobium (no rank), Mesorhizobium (genus), Phyllobacteriaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	468	tr|A0A8B3L919	clade_4
tr|A0A8B3MV30|A0A8B3MV30_RHIML_LuxR_family_transcriptional_regulator_OS=Rhizobium_meliloti_OX=382_GN=CN171_32915_PE=4_SV=1	unreviewed	A0A8B3MV30_RHIML	LuxR family transcriptional regulator	CN171_32915	Rhizobium meliloti (Ensifer meliloti) (Sinorhizobium meliloti)	252	Sinorhizobium (genus), Sinorhizobium/Ensifer group (no rank), Rhizobiaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	2	tr|A0A8B3MV30	clade_5
tr|A0A8B6M3V6|A0A8B6M3V6_METTU_Transcriptional_regulator_LuxR_family_OS=Methylocella_tundrae_OX=227605_GN=MPC4_110112_PE=4_SV=1	unreviewed	A0A8B6M3V6_METTU	Transcriptional regulator, LuxR family	MPC4_110112	Methylocella tundrae	248	Methylocella (genus), Beijerinckiaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	1	tr|A0A8B6M3V6	clade_4
tr|A0A8I0BHH6|A0A8I0BHH6_AERHY_LuxR_family_transcriptional_regulator_OS=Aeromonas_hydrophila_OX=644_GN=H2137_16265_PE=4_SV=1	unreviewed	A0A8I0BHH6_AERHY	LuxR family transcriptional regulator	H2137_16265	Aeromonas hydrophila	235	Aeromonas (genus), Aeromonadaceae (family), Aeromonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Gammaproteobacteria	5	tr|A0A8I0BHH6	clade_6
tr|A0A8I0C8N8|A0A8I0C8N8_9CAUL_Autoinducer_binding_domain-containing_protein_OS=Phenylobacterium_sp_OX=1871053_GN=H2041_01595_PE=4_SV=1	unreviewed	A0A8I0C8N8_9CAUL	Autoinducer binding domain-containing protein	H2041_01595	Phenylobacterium sp	243	unclassified Phenylobacterium (no rank), Phenylobacterium (genus), Caulobacteraceae (family), Caulobacterales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	1	tr|A0A8I0C8N8	clade_5
tr|A0A8I0JB67|A0A8I0JB67_9HYPH_Autoinducer_binding_domain-containing_protein_OS=Ensifer_sp._ENS10_OX=2769286_GN=IB265_36040_PE=4_SV=1	unreviewed	A0A8I0JB67_9HYPH	Autoinducer binding domain-containing protein	IB265_36040	Ensifer sp. ENS10	237	unclassified Ensifer (no rank), Ensifer (genus), Sinorhizobium/Ensifer group (no rank), Rhizobiaceae (family), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	1	tr|A0A8I0JB67	clade_4
tr|A0A8I1NQU1|A0A8I1NQU1_9HYPH_Autoinducer_binding_domain-containing_protein_OS=Hyphomicrobiales_bacterium_OX=1909294_GN=J0I23_10005_PE=4_SV=1	unreviewed	A0A8I1NQU1_9HYPH	Autoinducer binding domain-containing protein	J0I23_10005	Hyphomicrobiales bacterium	241	unclassified Hyphomicrobiales (no rank), Hyphomicrobiales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	1	tr|A0A8I1NQU1	clade_3
tr|A0A8I1RYP7|A0A8I1RYP7_9PROT_Autoinducer_binding_domain-containing_protein_OS=Alphaproteobacteria_bacterium_OX=1913988_GN=J0G99_04940_PE=4_SV=1	unreviewed	A0A8I1RYP7_9PROT	Autoinducer binding domain-containing protein	J0G99_04940	Alphaproteobacteria bacterium	261	unclassified Alphaproteobacteria (no rank), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Alphaproteobacteria	2	tr|A0A8I1RYP7	clade_5
